Group,Nom,Nationalite,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,Image,No Capital Nationalité,flag,
606,Wilhelm WAGENFELD,Allemande (RFA),"1900, Brême (Allemagne) - 1990, Stuttgart (République fédérale d'Allemagne)",Plat Légumier,Design d'Objet,3,1938 - 1939,Inscription à l'inventaire en 1993,"18 cm (avec couvercle) x 32 cm
diamètre: 26 cm",Verre à feu,1939,1993,Inscription,Homme,objet.png,allemande (RFA),germany.png,
607,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,février 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 24 cm
diamètre: 15 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
608,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,février 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 13 cm
diamètre: 11,7 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
609,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,février 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 26 cm
diamètre: 10 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
610,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Bol,Design d'Objet,3,juin 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 7,8 cm
diamètre: 13,5 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
611,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,juin 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 14 cm
diamètre: 12 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
612,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Coupe,Design d'Objet,3,juin 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 7,6 cm
diamètre: 13,5 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
613,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,juin 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 24 cm
diamètre: 28 cm",Grès émaillé noir jaspé de vert,1939,1957,Legs,Homme,objet.png,française,france.png,
614,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Gobelet,Design d'Objet,3,juin 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 9,5 cm
diamètre: 10,3 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
615,Emile DECOEUR,Française,"1876, Paris (France) - 1953, Fontenay-aux-Roses (Hauts-de-Seine, France)",Vase,Design d'Objet,3,vers 1939,Legs de M. Atherton Curtis en 1957,"hauteur: 14,5 cm
diamètre: 15 cm",Grès émaillé,1939,1957,Legs,Homme,objet.png,française,france.png,
616,CALOR,Française,,Livre Catalogue de vente,Design Graphique/ Illustration,2,1939,Don de Calor en 1992,"22 x 13,5 cm",,1939,1992,Don,Studio/ Group,graphic.png,française,france.png,
617,Franco ALBINI,Italienne,"1905, Robbiate (Italie) - 1977, Milan (Italie)",Rocking-chair,Mobilier,1,1940,Achat à la Galerie du Passage en 2011,80 x 180 x 60 cm,"Chêne, toile, métal",1940,2011,Achat,Homme,mobilier.png,italienne,italy.png,
618,Jean LURÇAT,Française,"1892, Bruyères (Grand-Est, France) - 1966, Saint-Paul-de-Vence (Provence-Alpes-Côte d'Azur, France)",Combats de coqs,Design d'Objet,3,[1939 - 1940],"Achat de l'Etat, 1940
Attribution, 1942","248,5 x 291,5 cm",Tapisserie d'Aubusson,1940,1942,Achat,Homme,objet.png,française,france.png,
619,Alvar AALTO,Finlandaise,"1898, Kuortane (Finlande) - 1976, Helsinki (Finlande)",Les fleurs,Design d'Objet,3,circa 1940?,Don d'Atsushi Kitagawara avec le soutien des Amis du Centre Pompidou en 2019,73 x 65 x 24 cm,Bois,1940,2019,Don,Homme,objet.png,finlandaise,finland.png,
620,"Livio CASTIGLIONI, Pier Giacomo CASTIGLIONI",Italienne,,Radio n° 547,Design Industriel,4,1939 - 1940,Don de la Société des Amis du Musée national d'art moderne en 1999,22 x 25 x 27 cm,Boîtier en bakélite moulée,1940,1999,Don,Homme,industrie.png,italienne,italy.png,
621,GRUPO AUSTRAL,Argentine,,Siège Hardoy Chair,Mobilier,1,1940,Don de M. Alexander von Vegesack en 1993,83 x 90 x 75 cm,"Acier tubulaire cintré laqué, cuir",1940,1993,Don,Studio/ Group,mobilier.png,argentine,argentina.png,
622,GENERAL ELECTRIC,Française,,Grille pain Toaster,Design Industriel,4,vers 1940,Don de M. Christian Dechaux en 2009,"18 x 30 x 15,5 cm","Acier chromé, bakélite",1940,2009,Don,Studio/ Group,industrie.png,française,france.png,
623,PHILIPS,Néerlandaise,,"Rasoir 7736 ""6""",Design Industriel,4,1940,Don de Philips France en 1992,"hauteur: 12 cm
diamètre: 4,5 cm",Bakélite,1940,1992,Don,Studio/ Group,industrie.png,Néerlandaise,netherlands.png,
624,PHILIPS,Néerlandaise,,Ampoule Lampes pour radio,Design Industriel,4,1930 - 1940,Don de Philips France en 1992,9 x 3 cm,Verre et métal,1940,1992,Don,Studio/ Group,industrie.png,Néerlandaise,netherlands.png,
625,ANONYME,Inconnue,,Pèse lettres EM,Design d'Objet,3,vers 1940,Don de M. Christian Dechaux en 2009,16 x 13 x 8 cm,"Bakélite, aluminium, acier",1940,2009,Don,Unknown,objet.png,inconnue,unknown.png,
626,ANONYME,Inconnue,,Ventilateur Prometheus,Design Industriel,4,vers 1940,Don de M. Christian Dechaux en 2009,38 x 25 x 36 cm,"Tôle d'acier laqué, aluminium, caoutchouc, résine thermodurcissable",1940,2009,Don,Unknown,industrie.png,inconnue,unknown.png,
627,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Chaise tout bois,Mobilier,1,1941,Don Simone Prouvé en 2016,81 x 41 x 48 cm,Chêne,1941,2016,Don,Homme,mobilier.png,française,france.png,
628,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Chaise tout bois,Mobilier,1,1941,Don Simone Prouvé en 2016,150 x 101 x 5 cm,Chêne,1941,2016,Don,Homme,mobilier.png,française,france.png,
629,René GABRIEL,Française,"1890, Maisons-Alfort (Val-de-Marne, France) - 1950, Maisons-Alfort (Val-de-Marne, France)",Fauteuil Caillebotis,Mobilier,1,1940 - 1941,"Don des Amis du Centre Pompidou, Groupe d’Acquisition pour le Design, 2019","72 x 52,5 x 63 cm",Hêtre teinté,1941,2019,Don,Homme,mobilier.png,française,france.png,
630,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Cadre de bicyclette,Design d'Objet,3,1941,Don de la Clarence Westbury Foundation en 2004,57 x 100 x 16 cm,Tôle pliée,1941,2004,Don,Homme,objet.png,française,france.png,
631,MOTOROLA,Américaine,,Radio 51X16 DE,Design Industriel,4,1941,Don de la Société des Amis du Musée national d'art moderne en 2005,17 x 25 x 16 cm,Catalin rouge et noir,1941,2005,Don,Studio/ Group,industrie.png,américaine,usa.png,
632,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Chaise tout bois,Mobilier,1,1942?,Don de Francine Boutemain Werschak en 2019,"23,5 x 31,5 cm",Graphite sur calque,1942,2019,Don,Homme,mobilier.png,française,france.png,
633,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Bureau,Mobilier,1,1942?,Don de Francine Boutemain Werschak en 2019,"23 x 27,5 cm",Encre de Chine et graphite sur calque,1942,2019,Don,Homme,mobilier.png,française,france.png,
634,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Tabouret,Mobilier,1,1942,Don de Francine Boutemain Werschak en 2022,"hauteur: 44,5 cm
diamètre: 43 cm","Bois, acier",1942,2022,Don,Homme,mobilier.png,française,france.png,
635,Jens RISOM,Américaine depuis 1944 (Danoise à la naissance),"1916, Copenhague (Danemark) - 2016, New Canaan (Connecticut, États-Unis)",Chauffeuse 654 L,Design d'Objet,3,1941 - 1942,Don de M. Alexander von Vegesack en 1993,83 x 90 x 75 cm,"Hêtre verni, sangles en cuir",1942,1993,Don,Homme,objet.png,américaine depuis 1944 (Danoise à la naissance),usa-den.png,
636,Louis DELACHENAL,Française,"1897, Ferney-Voltaire (Ain, France) - 1966, Saint-Méen-le-Grand (Ille-et-Vilaine, France)",Vase boule à bords rentrants,Design d'Objet,3,avant 1942,Mode d'acquisition non renseigné,"hauteur: 13 cm
diamètre: 20 cm",Sèvres,1942,1942,,Homme,objet.png,française,france.png,
637,PHILIPS,Néerlandaise,,Radio Arpège,Design Industriel,4,1942,Don de Philips France en 1992,21 x 31 x 18 cm,Boîtier en bakélite. Sélection des fréquences sur un tableau rabattable,1942,1992,Don,Studio/ Group,industrie.png,Néerlandaise,netherlands.png,
638,PHILIPS,Néerlandaise,,Phonographe Porteldisc,Design Industriel,4,1942,Don de Philips France en 2001,"hauteur: 19 cm
profondeur: 26 cm
diamètre: 26 cm",Bakélite. Couvercle servant de plateau pour les disques de 25 et 30 cm,1942,2001,Don,Studio/ Group,industrie.png,Néerlandaise,netherlands.png,
639,Alfred PORTENEUVE,Française,"1896, Paris (France) - 1949, ?",Meuble d'appui Epi de blé,Mobilier,1,1943,Achat à l'artiste en 1942,,"Bois, portes gainées de peau de maroquin naturel",1943,1942,Achat,Homme,mobilier.png,française,france.png,
640,"Donald GROVE, Jackson COMSTOCK",Américaine,,Robot Hollywood Liquefier Model 51,Design Industriel,4,1943,Don de M. Christian Dechaux en 2009,38 x 22 x 13 cm,"Matières plastiques (Urée-formol, Polystyrène). Aluminium",1943,2009,Don,Homme,industrie.png,américaine,usa.png,
641,PHILIPS,Néerlandaise,,Radio,Design Industriel,4,1943,Don de Philips France en 2008,34 x 45 x 21 cm,"Bakélite ou Philite, textile, carton et bois",1943,2008,Don,Studio/ Group,industrie.png,Néerlandaise,netherlands.png,
642,"Marianne BRANDT, Hin BREDENDIECK",Allemande,,Lampe de bureau Kamdem N° 756,Design d'Objet,3,1943 - 1944,Achat à la Galerie Jacques Dewindt en 2007,40 x 15.5 x 32 cm,Structure en métal et socle en verre,1944,2007,Achat,Studio/ Group,objet.png,allemande,germany.png,
643,"André SIVE (André SZIVESSY, dit)",Française depuis 1937 (Austro-Hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)","Propriété du Docteur Reboul, analyse des circulations au niveau du laboratoire et schéma de fonctionnement de la cuisine",Design Graphique/ Illustration,2,18 août 1945,Achat à Cherchari Kadour en 2008,"32 x 42,5 cm",Encre de Chine sur calque,1945,2008,Achat,Homme,graphic.png,française depuis 1937 (Austro-Hongroise à la naissance),fra-aushun.png,
644,"André SIVE (André SZIVESSY, dit)",Française depuis 1937 (Austro-Hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)","Propriété du Docteur Reboul, aménagement de la cuisine et du laboratoire",Design Graphique/ Illustration,2,18 août 1945,Achat à Cherchari Kadour en 2008,"80,2 x 22 cm",Mine de plomb et encre de Chine sur calque,1945,2008,Achat,Homme,graphic.png,française depuis 1937 (Austro-Hongroise à la naissance),fra-aushun.png,
645,"André SIVE (André SZIVESSY, dit)",Française depuis 1937 (Austro-Hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)","Propriété du Docteur Reboul, plan de la cuisine A",Design Graphique/ Illustration,2,18 août 1945,Achat à Cherchari Kadour en 2008,45 x 22 cm,Mine de plomb et encre de Chine sur calque,1945,2008,Achat,Homme,graphic.png,française depuis 1937 (Austro-Hongroise à la naissance),fra-aushun.png,
646,"André SIVE (André SZIVESSY, dit)",Française depuis 1937 (Austro-Hongroise à la naissance),"1899, Szeged (Autriche-Hongrie) - 1958, Morainvilliers (Yvelines, France)","Propriété du Docteur Reboul, plan de la cuisine B",Design Graphique/ Illustration,2,18 août 1945,Achat à Cherchari Kadour en 2008,"44,7 x 21,4 cm",Mine de plomb et encre de Chine sur calque,1945,2008,Achat,Homme,graphic.png,française depuis 1937 (Austro-Hongroise à la naissance),fra-aushun.png,
647,Roger LANDAULT,Française,"1919, Paris (Ile-de-France, France) - 1983, Paris (Ile-de-France, France)",Sans titre,Design Graphique/ Illustration,2,1945,"Don d’Edwige Landault, Jean Marc Landault, Arthur Landault, Maud Mainfroy et Anne Sedel, 2018.","49,5 x 39 cm",Gouache et graphite sur papier,1945,2018,Don,Homme,graphic.png,française,france.png,
648,SOCIÉTÉ NOUVELLE DES ETABLISSEMENTS JUMO,Française,,Lampe de table Lampe,Design d'Objet,3,1945,Don de Strafor en 1997,50 x 18 x 28 cm,Base et cache-lampe en bakélite reliés par un bras articulé en cuivre et métal chromé. Repliable sur elle-même,1945,1997,Don,Studio/ Group,objet.png,française,france.png,
649,ANONYME,Inconnue,,Fauteuil d'extérieur,Mobilier,1,1945,"Achat, 2010",87 x 112 x 60 cm,"Tube d'acier, crin et tissu",1945,2010,Achat,Unknown,mobilier.png,inconnue,unknown.png,
650,"Charles EAMES, Ray EAMES",Américaine,,Table basse CTW,Mobilier,1,1946,Don de M. Alexander von Vegesack en 1993,"hauteur: 39 cm
diamètre: 87 cm",Plateau en contreplaqué moulé. Piétement en contreplaqué moulé cintré,1946,1993,Don,Homme,mobilier.png,américaine,usa.png,
651,"Charles EAMES, Ray EAMES",Américaine,,Chaise DCW,Mobilier,1,1946,Don de M. Alexander von Vegesack en 1993,73 x 48 x 53 cm,"Contreplaqué moulé, caoutchouc",1946,1993,Don,Homme,mobilier.png,américaine,usa.png,
652,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Croquis meuble de rangement,Design Graphique/ Illustration,2,1946,"Don Françoise, Simone, Hélène et Catherine Prouvé en 2018","38,5 x 43 cm",Encre sur calque,1946,2018,Don,Homme,graphic.png,française,france.png,
653,"Charles EAMES, Ray EAMES",Américaine,,Paravent FSW,Design d'Objet,3,1946,Don de M. Alexander von Vegesack en 1993,173 x 150 x 10 cm,"Contreplaqué moulé, toile de coton",1946,1993,Don,Homme,objet.png,américaine,usa.png,
654,Joseph MAJEWSKI,Inconnue,"?, ?",Presse agrumes Juice-O-Matt Single Action,Design Industriel,4,1946,Don de M. Christian Dechaux en 2009,22 x 17 x 16 cm,Acier chromé et aluminium brut et laqué,1946,2009,Don,Homme,industrie.png,inconnue,unknown.png,
655,Joseph MAJEWSKI,Inconnue,"?, ?",Presse agrumes Juice-O-Mat Single Action,Design Industriel,4,vers 1946,Don de M. Christian Dechaux en 2009,22 x 21 x 15 cm,Acier chromé et aluminium brut,1946,2009,Don,Homme,industrie.png,inconnue,unknown.png,
656,TUPPERWARE,Américaine,,Tasses avec soucoupes,Design d'Objet,3,1946,Don de Tupperware en 2000,"8 x 10,5 x 7 cm",Polyéthylène,1946,2000,Don,Studio/ Group,objet.png,américaine,usa.png,
657,TUPPERWARE,Américaine,,Bols à céréales,Design d'Objet,3,1946,Don de Tupperware en 2000,"hauteur: 5 cm
diamètre: 16 cm",Polyéthylène,1946,2000,Don,Studio/ Group,objet.png,américaine,usa.png,
658,NATIONAL DIE CASTING,Américaine,,Presse agrumes Juice King JK40,Design Industriel,4,1946,Don de M. Christian Dechaux en 2009,28 x 27 x 21 cm,"Aluminium, acier chromé et laqué, matière plastique",1946,2009,Don,Studio/ Group,industrie.png,américaine,usa.png,
659,Charlotte PERRIAND,Française,"1903, Paris (Ile-de-France, France) - 1999, Paris (Ile-de-France, France)",Chaise,Mobilier,1,vers 1947,Don en 2020,82 x 43 x 43 cm,Bois et paille,1947,2020,Don,Femme,mobilier.png,française,france.png,
660,Alvar AALTO,Finlandaise,"1898, Kuortane (Finlande) - 1976, Helsinki (Finlande)","L-Leg chair MIT Harvard, 
Hedemora Factory Suede",Mobilier,1,1947,Achat à M. Marc Hotermans en 2014,72 x 44 x 51 cm,Bois,1947,2014,Achat,Homme,mobilier.png,finlandaise,finland.png,
661,Henri MATISSE,Française,"1869, Le Cateau-Cambrésis (Hauts-de-France, France) - 1954, Nice (Provence-Alpes-Côte d'Azur, France)",Jazz,Design Graphique/ Illustration,2,1947,Achat en vente publique Maître Claude Boisgirard à la VP du 15 décembre 1978 à Paris DROUOT en 1978,"42,5 x 32,8 x 4 cm",Planches : gouache au pochoir. Pages de texte : gravure.,1947,1978,Achat,Homme,graphic.png,française,france.png,
662,Ettore SOTTSASS,Italienne (Autrichienne à la naissance),"1917, Innsbruck (Autriche) - 2007, Milan (Italie)",Maquette spatiale,Design d'Objet,3,1947,Achat à Christie's France en 2015,"53,3 x 17 x 18,5 cm","Tôle, fil métallique, bois",1947,2015,Achat,Homme,objet.png,italienne (Autrichienne à la naissance),ita-aus.png,
663,Eero SAARINEN,Finlandaise,"1910, Kirkkonummi (Finlande) - 1961, Ann Arbor (Michigan, États-Unis)",Repose-pieds Womb Chair,Mobilier,1,1946 - 1947,Don de M. Alexander von Vegesack en 1993,40 x 63 x 55 cm,"Contreplaqué moulé, mousse de latex (PU), laine, acier laqué",1947,1993,Don,Homme,mobilier.png,finlandaise,finland.png,
664,Eero SAARINEN,Finlandaise,"1910, Kirkkonummi (Finlande) - 1961, Ann Arbor (Michigan, États-Unis)",Fauteuil Womb Chair,Mobilier,1,1946 - 1947,Don de M. Alexander von Vegesack en 1993,90 x 100 x 88 cm,"Polyester et fibre de verre (GRP), mousse latex (PU), laine, acier laqué",1947,1993,Don,Homme,mobilier.png,finlandaise,finland.png,
665,George NELSON,Américaine,"1908, Hartford (Connecticut, États-Unis) - 1986, New York (New York, États-Unis)",Banc Platform Bench,Mobilier,1,1947,Don de M. Alexander von Vegesack en 1993,35 x 143 x 47 cm,Bouleau laqué. Piétement en bois teint,1947,1993,Don,Homme,mobilier.png,américaine,usa.png,
666,Herbert von THADEN,Américaine,"?, ? - 1969, ?",Siège inclinable,Mobilier,1,1947,Don de M. Alexander von Vegesack en 1993,90 x 60 x 98 cm,"Contreplaqué moulé, placage de bouleau. Rivets métalliques",1947,1993,Don,Homme,mobilier.png,américaine,usa.png,
667,Isamu NOGUCHI,Américaine,"1904, Los Angeles (Californie, États-Unis) - 1988, New York (New York, États-Unis)",Table basse,Mobilier,1,1944 - 1947,Don de M. Alexander von Vegesack en 1993,40 x 128 x 92 cm,Piétement en bouleau laqué. Plateau de verre,1947,1993,Don,Homme,mobilier.png,américaine,usa.png,
668,Jean PROUVÉ,Française,"1901, Paris (Ile-de-France, France) - 1984, Nancy (Grand-Est, France)",Prototype de plot d'étagères,Mobilier,1,1945 - 1947,"Don Françoise, Simone, Hélène et Catherine Prouvé en 2018","22,2 x 25 x 17 cm",Tôle d'acier pliée,1947,2018,Don,Homme,mobilier.png,française,france.png,
669,Raymond LOEWY,Américaine depuis 1938 (Française à la naissance),"1893, Paris (Ile-de-France, France) - 1986, Monaco (Principauté de Monaco)",Radio S 38,Design Industriel,4,1947,Don de la Société des Amis du Musée national d'art moderne en 2001,"19 x 32,5 x 23 cm",Bakélite et aluminium peint,1947,2001,Don,Homme,industrie.png,américaine depuis 1938 (Française à la naissance),usa-fra.png,
670,Eero SAARINEN,Finlandaise,"1910, Kirkkonummi (Finlande) - 1961, Ann Arbor (Michigan, États-Unis)",Fauteuil Womb Chair,Mobilier,1,1946 - 1947,Inscription à l'inventaire en 1993,90 x 100 x 88 cm,"Polyester et fibre de verre (GRP), mousse latex (PU), laine, acier chromé",1947,1993,Inscription,Homme,mobilier.png,finlandaise,finland.png,
671,"Charlotte PERRIAND, Pierre JEANNERET","Française, Suisse",,Armoire,Mobilier,1,vers 1947,Don Simone Prouvé en 2020,"17 x 16 x 4,5 cm",Bois,1947,2020,Don,Studio/ Group,mobilier.png,"française, Suisse",fra-sui.png,
672,"Charlotte PERRIAND, Pierre JEANNERET","Française, Suisse",,Chaise,Mobilier,1,vers 1947,Don Simone Prouvé en 2020,"8,5 x 4,7 x 4 cm","Bois, paille",1947,2020,Don,Studio/ Group,mobilier.png,"française, Suisse",fra-sui.png,
673,"Charlotte PERRIAND, Pierre JEANNERET","Française, Suisse",,Bahut,Mobilier,1,vers 1947,Don Simone Prouvé en 2020,12 x 15 x 6 cm,"Bois, aluminium",1947,2020,Don,Studio/ Group,mobilier.png,"française, Suisse",fra-sui.png,
674,"Charlotte PERRIAND, Pierre JEANNERET","Française, Suisse",,Armoire,Mobilier,1,vers 1947,Don Simone Prouvé en 2020,"16,5 x 15 x 4,5 cm","Bois, aluminium",1947,2020,Don,Studio/ Group,mobilier.png,"française, Suisse",fra-sui.png,
675,"Charlotte PERRIAND, Pierre JEANNERET","Française, Suisse",,Chaise,Mobilier,1,vers 1947,Don Simone Prouvé en 2020,"8,5 x 4,7 x 4 cm","Bois, paille",1947,2020,Don,Studio/ Group,mobilier.png,"française, Suisse",fra-sui.png,
